"Company","API","sum_per_Well","Total_Months","P_per_Month"
"ANADARKO E&P COMPANY LP","42127344550000",72239,36,2006.63888888889
"ANADARKO E&P COMPANY LP","42127344560000",69636,37,1882.05405405405
"ANADARKO E&P COMPANY LP","42127344570000",67917,37,1835.59459459459
"ANADARKO E&P COMPANY LP","42127344580000",76475,37,2066.89189189189
"ANADARKO E&P COMPANY LP","42127344590000",55711,37,1505.7027027027
"ANADARKO E&P COMPANY LP","42127344600000",79780,36,2216.11111111111
"ANADARKO E&P COMPANY LP","42127344640000",87762,39,2250.30769230769
"ANADARKO E&P COMPANY LP","42127344650000",90912,38,2392.42105263158
"ANADARKO E&P COMPANY LP","42127344660000",101273,39,2596.74358974359
"ANADARKO E&P COMPANY LP","42127344720000",123719,37,3343.75675675676
"ANADARKO E&P COMPANY LP","42127344730000",98181,37,2653.54054054054
"ANADARKO E&P COMPANY LP","42127344740000",114887,37,3105.05405405405
"ANADARKO E&P COMPANY LP","42127344750000",115162,37,3112.48648648649
"ANADARKO E&P COMPANY LP","42127344760000",86182,37,2329.24324324324
"ANADARKO E&P COMPANY LP","42127344770000",110133,37,2976.56756756757
"ANADARKO E&P COMPANY LP","42127344780000",55953,33,1695.54545454545
"ANADARKO E&P COMPANY LP","42127344790000",54454,32,1701.6875
"ANADARKO E&P COMPANY LP","42127344800000",62915,32,1966.09375
"ANADARKO E&P COMPANY LP","42127344810000",52731,32,1647.84375
"ANADARKO E&P COMPANY LP","42127344820000",54119,32,1691.21875
"ANADARKO E&P COMPANY LP","42127344830000",73255,32,2289.21875
"ANADARKO E&P COMPANY LP","42127344860000",49101,34,1444.14705882353
"ANADARKO E&P COMPANY LP","42127344870000",48712,34,1432.70588235294
"ANADARKO E&P COMPANY LP","42127344880000",46007,34,1353.14705882353
"ANADARKO E&P COMPANY LP","42127344890000",48391,29,1668.65517241379
"ANADARKO E&P COMPANY LP","42127344900000",38756,33,1174.42424242424
"ANADARKO E&P COMPANY LP","42127344910000",56896,31,1835.35483870968
"ANADARKO E&P COMPANY LP","42127344920000",55328,34,1627.29411764706
"ANADARKO E&P COMPANY LP","42127344940000",47197,34,1388.14705882353
"ANADARKO E&P COMPANY LP","42127345070000",73555,33,2228.93939393939
"ANADARKO E&P COMPANY LP","42127345080000",63510,33,1924.54545454545
"ANADARKO E&P COMPANY LP","42127345090000",70524,33,2137.09090909091
"ANADARKO E&P COMPANY LP","42127345100000",75185,32,2349.53125
"ANADARKO E&P COMPANY LP","42127345110000",75063,32,2345.71875
"ANADARKO E&P COMPANY LP","42127345120000",79296,32,2478
"ANADARKO E&P COMPANY LP","42127345220000",83161,33,2520.0303030303
"ANADARKO E&P COMPANY LP","42127345230000",82814,34,2435.70588235294
"ANADARKO E&P COMPANY LP","42127345240000",81777,33,2478.09090909091
"ANADARKO E&P COMPANY LP","42127345490000",63137,27,2338.40740740741
"ANADARKO E&P COMPANY LP","42127345500000",72948,27,2701.77777777778
"ANADARKO E&P COMPANY LP","42127345510000",53177,27,1969.51851851852
"ANADARKO E&P COMPANY LP","42127345520000",62455,27,2313.14814814815
"ANADARKO E&P COMPANY LP","42127345530000",91092,27,3373.77777777778
"ANADARKO E&P COMPANY LP","42127345540000",72508,27,2685.48148148148
"ANADARKO E&P COMPANY LP","42127345780000",67183,33,2035.84848484848
"ANADARKO E&P COMPANY LP","42127345790000",32571,30,1085.7
"ANADARKO E&P COMPANY LP","42127345800000",46310,33,1403.33333333333
"ANADARKO E&P COMPANY LP","42127345810000",38001,35,1085.74285714286
"ANADARKO E&P COMPANY LP","42127345820000",39456,35,1127.31428571429
"ANADARKO E&P COMPANY LP","42127345830000",39794,35,1136.97142857143
"ANADARKO E&P COMPANY LP","42127346030000",120771,30,4025.7
"ANADARKO E&P COMPANY LP","42127346100000",66855,61,1095.98360655738
"ANADARKO E&P COMPANY LP","42127346110000",100107,32,3128.34375
"ANADARKO E&P COMPANY LP","42127346120000",128327,32,4010.21875
"ANADARKO E&P COMPANY LP","42127346130000",134876,32,4214.875
"ANADARKO E&P COMPANY LP","42127346140000",94223,32,2944.46875
"ANADARKO E&P COMPANY LP","42127346150000",88949,31,2869.32258064516
"ANADARKO E&P COMPANY LP","42127346160000",117638,32,3676.1875
"ANADARKO E&P COMPANY LP","42127346190000",75299,27,2788.85185185185
"ANADARKO E&P COMPANY LP","42127346200000",83094,27,3077.55555555556
"ANADARKO E&P COMPANY LP","42127346230000",50856,27,1883.55555555556
"ANADARKO E&P COMPANY LP","42127346240000",64415,27,2385.74074074074
"ANADARKO E&P COMPANY LP","42127346290000",97192,39,2492.10256410256
"ANADARKO E&P COMPANY LP","42127346650000",74869,27,2772.92592592593
"ANADARKO E&P COMPANY LP","42127346660000",31775,27,1176.85185185185
"ANADARKO E&P COMPANY LP","42127346670000",81683,32,2552.59375
"ANADARKO E&P COMPANY LP","42127346680000",39176,27,1450.96296296296
"ANADARKO E&P COMPANY LP","42127346690000",90311,32,2822.21875
"ANADARKO E&P COMPANY LP","42127346700000",82804,32,2587.625
"ANADARKO E&P COMPANY LP","42127346750000",79745,36,2215.13888888889
"ANADARKO E&P COMPANY LP","42127346760000",67081,36,1863.36111111111
"ANADARKO E&P COMPANY LP","42127346770000",59994,36,1666.5
"ANADARKO E&P COMPANY LP","42127346820000",36444,32,1138.875
"ANADARKO E&P COMPANY LP","42127346840000",28519,32,891.21875
"ANADARKO E&P COMPANY LP","42127346850000",21487,32,671.46875
"ANADARKO E&P COMPANY LP","42127346860000",28879,32,902.46875
"ANADARKO E&P COMPANY LP","42127346870000",20129,32,629.03125
"ANADARKO E&P COMPANY LP","42127346890000",35594,32,1112.3125
"ANADARKO E&P COMPANY LP","42127346900000",36698,30,1223.26666666667
"ANADARKO E&P COMPANY LP","42127346930000",27600,31,890.322580645161
"ANADARKO E&P COMPANY LP","42127346940000",24188,30,806.266666666667
"ANADARKO E&P COMPANY LP","42127346950000",18140,31,585.161290322581
"ANADARKO E&P COMPANY LP","42127346960000",20029,30,667.633333333333
"ANADARKO E&P COMPANY LP","42127346970000",12435,31,401.129032258065
"ANADARKO E&P COMPANY LP","42127347100000",62078,27,2299.18518518519
"ANADARKO E&P COMPANY LP","42127347170000",23442,30,781.4
"ANADARKO E&P COMPANY LP","42127347180000",25530,31,823.548387096774
"ANADARKO E&P COMPANY LP","42127347190000",13738,31,443.161290322581
"ANADARKO E&P COMPANY LP","42127347200000",22377,31,721.838709677419
"ANADARKO E&P COMPANY LP","42127347220000",17885,31,576.935483870968
"ANADARKO E&P COMPANY LP","42127347250000",10887,31,351.193548387097
"ANADARKO E&P COMPANY LP","42127347260000",20262,31,653.612903225806
"ANADARKO E&P COMPANY LP","42127347270000",24599,32,768.71875
"ANADARKO E&P COMPANY LP","42127347280000",28053,32,876.65625
"ANADARKO E&P COMPANY LP","42127347510000",66855,61,1095.98360655738
"ANADARKO E&P COMPANY LP","42127347540000",37855,30,1261.83333333333
"ANADARKO E&P COMPANY LP","42127347550000",39964,30,1332.13333333333
"ANADARKO E&P COMPANY LP","42127347560000",52392,30,1746.4
"ANADARKO E&P COMPANY LP","42127347570000",42402,30,1413.4
"ANADARKO E&P COMPANY LP","42127347580000",35366,30,1178.86666666667
"ANADARKO E&P COMPANY LP","42127347740000",36690,28,1310.35714285714
"ANADARKO E&P COMPANY LP","42127347750000",45726,28,1633.07142857143
"ANADARKO E&P COMPANY LP","42127347760000",36188,28,1292.42857142857
"ANADARKO E&P COMPANY LP","42127347770000",42976,28,1534.85714285714
"ANADARKO E&P COMPANY LP","42127347780000",39342,28,1405.07142857143
"ANADARKO E&P COMPANY LP","42127347930000",40709,18,2261.61111111111
"ANADARKO E&P COMPANY LP","42127347940000",39033,18,2168.5
"ANADARKO E&P COMPANY LP","42127347950000",31413,17,1847.82352941176
"ANADARKO E&P COMPANY LP","42127347960000",30886,17,1816.82352941176
"ANADARKO E&P COMPANY LP","42127347970000",28622,17,1683.64705882353
"ANADARKO E&P COMPANY LP","42127347980000",32722,31,1055.54838709677
"ANADARKO E&P COMPANY LP","42127348000000",24867,17,1462.76470588235
"ANADARKO E&P COMPANY LP","42127348020000",27986,17,1646.23529411765
"ANADARKO E&P COMPANY LP","42127348030000",23692,17,1393.64705882353
"ANADARKO E&P COMPANY LP","42127348050000",24247,17,1426.29411764706
"ANADARKO E&P COMPANY LP","42127348070000",58027,29,2000.93103448276
"ANADARKO E&P COMPANY LP","42127348080000",36000,29,1241.37931034483
"ANADARKO E&P COMPANY LP","42127348100000",41498,29,1430.96551724138
"ANADARKO E&P COMPANY LP","42127348120000",45309,29,1562.37931034483
"ANADARKO E&P COMPANY LP","42127348130000",43146,28,1540.92857142857
"ANADARKO E&P COMPANY LP","42127348150000",34360,27,1272.59259259259
"ANADARKO E&P COMPANY LP","42127348160000",44110,27,1633.7037037037
"ANADARKO E&P COMPANY LP","42127348170000",41586,27,1540.22222222222
"ANADARKO E&P COMPANY LP","42127348180000",29014,27,1074.59259259259
"ANADARKO E&P COMPANY LP","42127348200000",33444,27,1238.66666666667
"ANADARKO E&P COMPANY LP","42127348310000",49407,30,1646.9
"ANADARKO E&P COMPANY LP","42127348320000",78675,30,2622.5
"ANADARKO E&P COMPANY LP","42127348330000",91458,63,1451.71428571429
"ANADARKO E&P COMPANY LP","42127348340000",66285,22,3012.95454545455
"ANADARKO E&P COMPANY LP","42127348360000",130711,29,4507.27586206897
"ANADARKO E&P COMPANY LP","42127348370000",91458,63,1451.71428571429
"ANADARKO E&P COMPANY LP","42127348660000",21205,25,848.2
"ANADARKO E&P COMPANY LP","42127348690000",33341,24,1389.20833333333
"ANADARKO E&P COMPANY LP","42127348700000",25231,23,1097
"ANADARKO E&P COMPANY LP","42127348710000",38456,24,1602.33333333333
"ANADARKO E&P COMPANY LP","42127348740000",32042,21,1525.80952380952
"ANADARKO E&P COMPANY LP","42127348750000",39868,24,1661.16666666667
"ANADARKO E&P COMPANY LP","42127348760000",32177,24,1340.70833333333
"ANADARKO E&P COMPANY LP","42127348900000",38643,25,1545.72
"ANADARKO E&P COMPANY LP","42127348910000",43760,24,1823.33333333333
"ANADARKO E&P COMPANY LP","42127348940000",40107,23,1743.78260869565
"ANADARKO E&P COMPANY LP","42127348960000",46603,59,789.881355932203
"ANADARKO E&P COMPANY LP","42127349100000",35202,30,1173.4
"ANADARKO E&P COMPANY LP","42127349110000",32923,30,1097.43333333333
"ANADARKO E&P COMPANY LP","42127349150000",36119,30,1203.96666666667
"ANADARKO E&P COMPANY LP","42127349230000",110234,28,3936.92857142857
"ANADARKO E&P COMPANY LP","42127349240000",113509,28,4053.89285714286
"ANADARKO E&P COMPANY LP","42127349260000",74557,28,2662.75
"ANADARKO E&P COMPANY LP","42127349270000",72027,28,2572.39285714286
"ANADARKO E&P COMPANY LP","42127349280000",70055,28,2501.96428571429
"ANADARKO E&P COMPANY LP","42127349300000",35964,26,1383.23076923077
"ANADARKO E&P COMPANY LP","42127349310000",76758,28,2741.35714285714
"ANADARKO E&P COMPANY LP","42127349320000",39558,26,1521.46153846154
"ANADARKO E&P COMPANY LP","42127349330000",42105,26,1619.42307692308
"ANADARKO E&P COMPANY LP","42127349360000",39116,26,1504.46153846154
"ANADARKO E&P COMPANY LP","42127349380000",70278,27,2602.88888888889
"ANADARKO E&P COMPANY LP","42127349400000",72171,25,2886.84
"ANADARKO E&P COMPANY LP","42127349410000",63512,27,2352.2962962963
"ANADARKO E&P COMPANY LP","42127349430000",37038,30,1234.6
"ANADARKO E&P COMPANY LP","42127349440000",34096,30,1136.53333333333
"ANADARKO E&P COMPANY LP","42127349450000",36085,30,1202.83333333333
"ANADARKO E&P COMPANY LP","42127349460000",54130,28,1933.21428571429
"ANADARKO E&P COMPANY LP","42127349470000",66206,28,2364.5
"ANADARKO E&P COMPANY LP","42127349480000",47990,28,1713.92857142857
"ANADARKO E&P COMPANY LP","42127349490000",49157,28,1755.60714285714
"ANADARKO E&P COMPANY LP","42127349590000",58043,27,2149.74074074074
"ANADARKO E&P COMPANY LP","42127349600000",40066,27,1483.92592592593
"ANADARKO E&P COMPANY LP","42127349610000",59773,20,2988.65
"ANADARKO E&P COMPANY LP","42127349620000",51610,27,1911.48148148148
"ANADARKO E&P COMPANY LP","42127349630000",49923,27,1849
"ANADARKO E&P COMPANY LP","42127349670000",37739,26,1451.5
"ANADARKO E&P COMPANY LP","42127349690000",60900,28,2175
"ANADARKO E&P COMPANY LP","42127349920000",43741,21,2082.90476190476
"ANADARKO E&P COMPANY LP","42127349930000",35200,22,1600
"ANADARKO E&P COMPANY LP","42127349940000",52460,26,2017.69230769231
"ANADARKO E&P COMPANY LP","42127349950000",60698,22,2759
"ANADARKO E&P COMPANY LP","42127349960000",75280,21,3584.7619047619
"ANADARKO E&P COMPANY LP","42127349970000",38589,23,1677.78260869565
"ANADARKO E&P COMPANY LP","42127349980000",48072,23,2090.08695652174
"ANADARKO E&P COMPANY LP","42127349990000",51578,23,2242.52173913043
"ANADARKO E&P COMPANY LP","42127350000000",45536,23,1979.82608695652
"ANADARKO E&P COMPANY LP","42127350010000",32518,23,1413.82608695652
"ANADARKO E&P COMPANY LP","42127350020000",62695,29,2161.89655172414
"ANADARKO E&P COMPANY LP","42127350030000",78529,19,4133.1052631579
"ANADARKO E&P COMPANY LP","42127350180000",36094,22,1640.63636363636
"ANADARKO E&P COMPANY LP","42127350190000",55917,22,2541.68181818182
"ANADARKO E&P COMPANY LP","42127350200000",28415,22,1291.59090909091
"ANADARKO E&P COMPANY LP","42127350220000",30480,22,1385.45454545455
"ANADARKO E&P COMPANY LP","42127350320000",55893,22,2540.59090909091
"ANADARKO E&P COMPANY LP","42127350330000",34068,22,1548.54545454545
"ANADARKO E&P COMPANY LP","42127350340000",44565,21,2122.14285714286
"ANADARKO E&P COMPANY LP","42127350350000",22949,22,1043.13636363636
"ANADARKO E&P COMPANY LP","42127350570000",66855,61,1095.98360655738
"ANADARKO E&P COMPANY LP","42127350630000",27975,26,1075.96153846154
"ANADARKO E&P COMPANY LP","42127350640000",36985,26,1422.5
"ANADARKO E&P COMPANY LP","42127350660000",41083,26,1580.11538461538
"ANADARKO E&P COMPANY LP","42127350700000",33468,27,1239.55555555556
"ANADARKO E&P COMPANY LP","42127350720000",104151,27,3857.44444444444
"ANADARKO E&P COMPANY LP","42127350810000",58660,27,2172.59259259259
"ANADARKO E&P COMPANY LP","42127350860000",48093,24,2003.875
"ANADARKO E&P COMPANY LP","42127350870000",61716,24,2571.5
"ANADARKO E&P COMPANY LP","42127350910000",38295,28,1367.67857142857
"ANADARKO E&P COMPANY LP","42127350930000",46603,59,789.881355932203
"ANADARKO E&P COMPANY LP","42127351010000",46603,59,789.881355932203
"ANADARKO E&P COMPANY LP","42127351130000",26859,22,1220.86363636364
"ANADARKO E&P COMPANY LP","42127351170000",24285,20,1214.25
"ANADARKO E&P COMPANY LP","42127351590000",51482,25,2059.28
"ANADARKO E&P COMPANY LP","42127351680000",44474,25,1778.96
"ANADARKO E&P COMPANY LP","42127351690000",43288,24,1803.66666666667
"ANADARKO E&P COMPANY LP","42127351700000",41561,23,1807
"ANADARKO E&P COMPANY LP","42127351710000",42840,24,1785
"ANADARKO E&P COMPANY LP","42127351720000",43236,25,1729.44
"ANADARKO E&P COMPANY LP","42127351730000",41245,21,1964.04761904762
"ANADARKO E&P COMPANY LP","42127351740000",41077,25,1643.08
"ANADARKO E&P COMPANY LP","42127351830000",136811,21,6514.80952380952
"ANADARKO E&P COMPANY LP","42127351840000",105685,21,5032.61904761905
"ANADARKO E&P COMPANY LP","42127351850000",130873,21,6232.04761904762
"ANADARKO E&P COMPANY LP","42127351860000",138608,19,7295.15789473684
"ANADARKO E&P COMPANY LP","42127351880000",103602,21,4933.42857142857
"ANADARKO E&P COMPANY LP","42127351900000",94371,21,4493.85714285714
"ANADARKO E&P COMPANY LP","42127351920000",46603,59,789.881355932203
"ANADARKO E&P COMPANY LP","42127351930000",88240,20,4412
"ANADARKO E&P COMPANY LP","42127351940000",81377,21,3875.09523809524
"ANADARKO E&P COMPANY LP","42127351950000",70823,20,3541.15
"ANADARKO E&P COMPANY LP","42127351960000",110567,21,5265.09523809524
"ANADARKO E&P COMPANY LP","42127351970000",88147,20,4407.35
"ANADARKO E&P COMPANY LP","42127351980000",104797,21,4990.33333333333
"ANADARKO E&P COMPANY LP","42127351990000",85880,21,4089.52380952381
"ANADARKO E&P COMPANY LP","42127352010000",109959,61,1802.60655737705
"ANADARKO E&P COMPANY LP","42127352030000",90703,21,4319.19047619048
"ANADARKO E&P COMPANY LP","42127352040000",88972,21,4236.7619047619
"ANADARKO E&P COMPANY LP","42127352050000",103470,21,4927.14285714286
"ANADARKO E&P COMPANY LP","42127352060000",131944,21,6283.04761904762
"ANADARKO E&P COMPANY LP","42127352070000",123877,21,5898.90476190476
"ANADARKO E&P COMPANY LP","42127352080000",63444,29,2187.72413793103
"ANADARKO E&P COMPANY LP","42127352100000",95238,21,4535.14285714286
"ANADARKO E&P COMPANY LP","42127352110000",102435,21,4877.85714285714
"ANADARKO E&P COMPANY LP","42127352130000",93020,21,4429.52380952381
"ANADARKO E&P COMPANY LP","42127352140000",94618,24,3942.41666666667
"ANADARKO E&P COMPANY LP","42127352150000",67798,24,2824.91666666667
"ANADARKO E&P COMPANY LP","42127352160000",71549,24,2981.20833333333
"ANADARKO E&P COMPANY LP","42127352170000",73592,22,3345.09090909091
"ANADARKO E&P COMPANY LP","42127352180000",65521,22,2978.22727272727
"ANADARKO E&P COMPANY LP","42127352190000",61871,22,2812.31818181818
"ANADARKO E&P COMPANY LP","42127352230000",117292,21,5585.33333333333
"ANADARKO E&P COMPANY LP","42127352280000",99766,21,4750.7619047619
"ANADARKO E&P COMPANY LP","42127352290000",74356,21,3540.7619047619
"ANADARKO E&P COMPANY LP","42127352380000",56576,22,2571.63636363636
"ANADARKO E&P COMPANY LP","42127352400000",57241,20,2862.05
"ANADARKO E&P COMPANY LP","42127352410000",146465,23,6368.04347826087
"ANADARKO E&P COMPANY LP","42127352420000",55231,22,2510.5
"ANADARKO E&P COMPANY LP","42127352430000",97164,22,4416.54545454545
"ANADARKO E&P COMPANY LP","42127352440000",109551,22,4979.59090909091
"ANADARKO E&P COMPANY LP","42127352450000",108790,23,4730
"ANADARKO E&P COMPANY LP","42127352460000",149975,23,6520.65217391304
"ANADARKO E&P COMPANY LP","42127352490000",81747,23,3554.21739130435
"ANADARKO E&P COMPANY LP","42127352500000",79814,23,3470.17391304348
"ANADARKO E&P COMPANY LP","42127364360000",46603,59,789.881355932203
"ANADARKO E&P COMPANY LP","42283323300000",75516,53,1424.83018867925
"ANADARKO E&P COMPANY LP","42283323310000",85506,55,1554.65454545455
"ANADARKO E&P COMPANY LP","42283330130000",21873,33,662.818181818182
"ANADARKO E&P COMPANY LP","42283330150000",25365,31,818.225806451613
"ANADARKO E&P COMPANY LP","42283330160000",23709,20,1185.45
"ANADARKO E&P COMPANY LP","42283330170000",30528,31,984.774193548387
"ANADARKO E&P COMPANY LP","42283330180000",24798,30,826.6
"ANADARKO E&P COMPANY LP","42283330190000",53644,33,1625.57575757576
"ANADARKO E&P COMPANY LP","42323333320000",202,68,2.97058823529412
"ANADARKO E&P COMPANY LP","42323333360000",285,59,4.83050847457627
"ANADARKO E&P COMPANY LP","42323333480000",13289,44,302.022727272727
"ANADARKO E&P COMPANY LP","42323333510000",19410,54,359.444444444444
"ANADARKO E&P COMPANY LP","42323333550000",63095,56,1126.69642857143
"ANADARKO E&P COMPANY LP","42323333600000",14420,46,313.478260869565
"ANADARKO E&P COMPANY LP","42323333760000",45792,52,880.615384615385
"ANADARKO E&P COMPANY LP","42323333770000",28862,50,577.24
"ANADARKO E&P COMPANY LP","42323333830000",26409,50,528.18
"ANADARKO E&P COMPANY LP","42323333840000",28252,49,576.571428571429
"ANADARKO E&P COMPANY LP","42323333890000",18773,45,417.177777777778
"ANADARKO E&P COMPANY LP","42323333900000",19625,47,417.553191489362
"ANADARKO E&P COMPANY LP","42323334000000",48882,42,1163.85714285714
"ANADARKO E&P COMPANY LP","42323334110000",40595,32,1268.59375
"ANADARKO E&P COMPANY LP","42323334120000",14978,33,453.878787878788
"ANADARKO E&P COMPANY LP","42323334150000",38552,33,1168.24242424242
"ANADARKO E&P COMPANY LP","42323334160000",24843,32,776.34375
"ANADARKO E&P COMPANY LP","42323334170000",26712,32,834.75
"ANADARKO E&P COMPANY LP","42323334200000",42632,36,1184.22222222222
